created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-10-15T02:12:42+00:00,5228,,,877.58,0.21,,,,,,,,
2024-10-15T02:12:44+00:00,5229,,,,,3119.72,1.13,,,,,,
2024-10-15T02:12:49+00:00,5230,6.46,6.41,,,,,,,,,,
2024-10-15T02:12:52+00:00,5231,,,,,,,27.80,67.00,,,,
2024-10-15T02:12:54+00:00,5232,,,879.30,0.21,,,,,,,,
2024-10-15T02:12:56+00:00,5233,,,,,3095.00,1.16,,,,,,
2024-10-15T02:13:01+00:00,5234,6.49,6.37,,,,,,,,,,
2024-10-15T02:13:03+00:00,5235,,,,,,,27.80,67.00,,,,
2024-10-15T02:13:05+00:00,5236,,,878.44,0.21,,,,,,,,
2024-10-15T02:13:07+00:00,5237,,,,,3095.00,1.16,,,,,,
2024-10-15T02:13:12+00:00,5238,6.50,6.36,,,,,,,,,,
2024-10-15T02:13:14+00:00,5239,,,,,,,27.80,67.00,,,,
2024-10-15T02:13:16+00:00,5240,,,878.44,0.21,,,,,,,,
2024-10-15T02:13:18+00:00,5241,,,,,3103.21,1.15,,,,,,
2024-10-15T02:13:23+00:00,5242,6.44,6.43,,,,,,,,,,
2024-10-15T02:13:25+00:00,5243,,,,,,,27.80,67.00,,,,
2024-10-15T02:13:27+00:00,5244,,,884.49,0.21,,,,,,,,
2024-10-15T02:13:29+00:00,5245,,,,,3099.10,1.16,,,,,,
2024-10-15T02:13:34+00:00,5246,6.49,6.37,,,,,,,,,,
2024-10-15T02:13:36+00:00,5247,,,,,,,27.80,67.00,,,,
2024-10-15T02:13:38+00:00,5248,,,876.72,0.21,,,,,,,,
2024-10-15T02:13:40+00:00,5249,,,,,3136.36,1.11,,,,,,
2024-10-15T02:13:45+00:00,5250,6.49,6.37,,,,,,,,,,
2024-10-15T02:13:47+00:00,5251,,,,,,,27.80,67.00,,,,
2024-10-15T02:13:49+00:00,5252,,,877.58,0.21,,,,,,,,
2024-10-15T02:13:51+00:00,5253,,,,,3099.10,1.16,,,,,,
2024-10-15T02:13:56+00:00,5254,6.45,6.42,,,,,,,,,,
2024-10-15T02:13:58+00:00,5255,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:00+00:00,5256,,,875.86,0.21,,,,,,,,
2024-10-15T02:14:02+00:00,5257,,,,,3140.55,1.10,,,,,,
2024-10-15T02:14:08+00:00,5258,6.46,6.41,,,,,,,,,,
2024-10-15T02:14:09+00:00,5259,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:11+00:00,5260,,,880.17,0.21,,,,,,,,
2024-10-15T02:14:13+00:00,5261,,,,,3103.21,1.15,,,,,,
2024-10-15T02:14:18+00:00,5262,6.50,6.36,,,,,,,,,,
2024-10-15T02:14:20+00:00,5263,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:22+00:00,5264,,,879.30,0.21,,,,,,,,
2024-10-15T02:14:24+00:00,5265,,,,,3054.46,1.22,,,,,,
2024-10-15T02:14:29+00:00,5266,6.44,6.43,,,,,,,,,,
2024-10-15T02:14:31+00:00,5267,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:34+00:00,5268,,,878.44,0.21,,,,,,,,
2024-10-15T02:14:36+00:00,5269,,,,,3103.21,1.15,,,,,,
2024-10-15T02:14:41+00:00,5270,6.50,6.36,,,,,,,,,,
2024-10-15T02:14:43+00:00,5271,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:45+00:00,5272,,,881.03,0.21,,,,,,,,
2024-10-15T02:14:47+00:00,5273,,,,,3103.21,1.15,,,,,,
2024-10-15T02:14:52+00:00,5274,6.50,6.36,,,,,,,,,,
2024-10-15T02:14:54+00:00,5275,,,,,,,27.80,67.00,,,,
2024-10-15T02:14:56+00:00,5276,,,877.58,0.21,,,,,,,,
2024-10-15T02:14:58+00:00,5277,,,,,3099.10,1.16,,,,,,
2024-10-15T02:15:03+00:00,5278,6.41,6.48,,,,,,,,,,
2024-10-15T02:15:05+00:00,5279,,,,,,,27.80,67.00,,,,
2024-10-15T02:15:07+00:00,5280,,,877.58,0.21,,,,,,,,
2024-10-15T02:15:09+00:00,5281,,,,,3107.32,1.15,,,,,,
2024-10-15T02:15:14+00:00,5282,6.49,6.37,,,,,,,,,,
2024-10-15T02:15:16+00:00,5283,,,,,,,27.80,67.00,,,,
2024-10-15T02:15:18+00:00,5284,,,877.58,0.21,,,,,,,,
2024-10-15T02:15:20+00:00,5285,,,,,3099.10,1.16,,,,,,
2024-10-15T02:15:25+00:00,5286,6.44,6.43,,,,,,,,,,
2024-10-15T02:15:27+00:00,5287,,,,,,,27.80,67.00,,,,
2024-10-15T02:15:29+00:00,5288,,,878.44,0.21,,,,,,,,
2024-10-15T02:15:31+00:00,5289,,,,,3107.32,1.15,,,,,,
2024-10-15T02:15:36+00:00,5290,6.40,6.50,,,,,,,,,,
2024-10-15T02:15:38+00:00,5291,,,,,,,27.80,67.00,,,,
2024-10-15T02:15:40+00:00,5292,,,879.30,0.21,,,,,,,,
2024-10-15T02:15:42+00:00,5293,,,,,3095.00,1.16,,,,,,
2024-10-15T02:15:47+00:00,5294,6.50,6.34,,,,,,,,,,
2024-10-15T02:15:49+00:00,5295,,,,,,,27.80,67.00,,,,
2024-10-15T02:15:51+00:00,5296,,,879.30,0.21,,,,,,,,
2024-10-15T02:15:53+00:00,5297,,,,,3103.21,1.15,,,,,,
2024-10-15T02:15:58+00:00,5298,6.50,6.36,,,,,,,,,,
2024-10-15T02:16:00+00:00,5299,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:02+00:00,5300,,,879.30,0.21,,,,,,,,
2024-10-15T02:16:04+00:00,5301,,,,,3103.21,1.15,,,,,,
2024-10-15T02:16:09+00:00,5302,6.46,6.41,,,,,,,,,,
2024-10-15T02:16:12+00:00,5303,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:14+00:00,5304,,,884.49,0.21,,,,,,,,
2024-10-15T02:16:16+00:00,5305,,,,,3115.58,1.14,,,,,,
2024-10-15T02:16:21+00:00,5306,6.54,6.30,,,,,,,,,,
2024-10-15T02:16:23+00:00,5307,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:25+00:00,5308,,,878.44,0.21,,,,,,,,
2024-10-15T02:16:27+00:00,5309,,,,,3090.91,1.17,,,,,,
2024-10-15T02:16:32+00:00,5310,6.50,6.36,,,,,,,,,,
2024-10-15T02:16:34+00:00,5311,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:36+00:00,5312,,,879.30,0.21,,,,,,,,
2024-10-15T02:16:38+00:00,5313,,,,,3132.19,1.11,,,,,,
2024-10-15T02:16:43+00:00,5314,6.46,6.41,,,,,,,,,,
2024-10-15T02:16:45+00:00,5315,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:47+00:00,5316,,,881.03,0.21,,,,,,,,
2024-10-15T02:16:49+00:00,5317,,,,,3099.10,1.16,,,,,,
2024-10-15T02:16:54+00:00,5318,6.50,6.36,,,,,,,,,,
2024-10-15T02:16:56+00:00,5319,,,,,,,27.80,67.00,,,,
2024-10-15T02:16:58+00:00,5320,,,881.03,0.21,,,,,,,,
2024-10-15T02:17:00+00:00,5321,,,,,3103.21,1.15,,,,,,
2024-10-15T02:17:05+00:00,5322,6.50,6.36,,,,,,,,,,
2024-10-15T02:17:07+00:00,5323,,,,,,,27.80,67.00,,,,
2024-10-15T02:17:09+00:00,5324,,,881.03,0.21,,,,,,,,
2024-10-15T02:17:11+00:00,5325,,,,,3099.10,1.16,,,,,,
2024-10-15T02:17:16+00:00,5326,6.44,6.43,,,,,,,,,,
2024-10-15T02:17:18+00:00,5327,,,,,,,27.80,67.00,,,,
2024-10-15T02:17:20+00:00,5328,,,876.72,0.21,,,,,,,,
2024-10-15T02:17:22+00:00,5329,,,,,3107.32,1.15,,,,,,
2024-10-15T02:17:28+00:00,5330,6.47,6.39,,,,,,,,,,
2024-10-15T02:17:29+00:00,5331,,,,,,,27.80,67.00,,,,
2024-10-15T02:17:31+00:00,5332,,,880.17,0.21,,,,,,,,
2024-10-15T02:17:33+00:00,5333,,,,,3103.21,1.15,,,,,,
2024-10-15T02:17:38+00:00,5334,6.50,6.36,,,,,,,,,,
2024-10-15T02:17:40+00:00,5335,,,,,,,27.80,67.00,,,,
2024-10-15T02:17:42+00:00,5336,,,881.03,0.21,,,,,,,,
2024-10-15T02:17:44+00:00,5337,,,,,3090.91,1.17,,,,,,
2024-10-15T02:17:49+00:00,5338,6.46,6.41,,,,,,,,,,
2024-10-15T02:17:52+00:00,5339,,,,,,,27.80,67.00,,,,
2024-10-15T02:17:54+00:00,5340,,,881.03,0.21,,,,,,,,
2024-10-15T02:17:56+00:00,5341,,,,,3107.32,1.15,,,,,,
2024-10-15T02:18:01+00:00,5342,6.50,6.36,,,,,,,,,,
2024-10-15T02:18:03+00:00,5343,,,,,,,27.80,67.00,,,,
2024-10-15T02:18:05+00:00,5344,,,879.30,0.21,,,,,,,,
2024-10-15T02:18:07+00:00,5345,,,,,3107.32,1.15,,,,,,
2024-10-15T02:18:12+00:00,5346,6.50,6.36,,,,,,,,,,
2024-10-15T02:18:14+00:00,5347,,,,,,,27.80,67.00,,,,
2024-10-15T02:18:16+00:00,5348,,,879.30,0.21,,,,,,,,
2024-10-15T02:18:18+00:00,5349,,,,,3107.32,1.15,,,,,,
2024-10-15T02:18:23+00:00,5350,6.38,6.53,,,,,,,,,,
2024-10-15T02:18:25+00:00,5351,,,,,,,27.80,67.00,,,,
2024-10-15T02:18:27+00:00,5352,,,881.89,0.21,,,,,,,,
2024-10-15T02:18:29+00:00,5353,,,,,3123.87,1.12,,,,,,
2024-10-15T02:18:34+00:00,5354,6.62,6.18,,,,,,,,,,
2024-10-15T02:18:36+00:00,5355,,,,,,,27.80,67.00,,,,
2024-10-15T02:18:38+00:00,5356,,,881.03,0.21,,,,,,,,
2024-10-15T02:18:40+00:00,5357,,,,,3099.10,1.16,,,,,,
2024-10-15T02:18:45+00:00,5358,6.52,6.32,,,,,,,,,,
2024-10-15T02:18:47+00:00,5359,,,,,,,27.80,67.00,,,,
2024-10-15T02:18:49+00:00,5360,,,880.17,0.21,,,,,,,,
2024-10-15T02:18:51+00:00,5361,,,,,3107.32,1.15,,,,,,
2024-10-15T02:18:56+00:00,5362,6.50,6.36,,,,,,,,,,
2024-10-15T02:18:58+00:00,5363,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:00+00:00,5364,,,879.30,0.21,,,,,,,,
2024-10-15T02:19:02+00:00,5365,,,,,3099.10,1.16,,,,,,
2024-10-15T02:19:08+00:00,5366,6.45,6.42,,,,,,,,,,
2024-10-15T02:19:09+00:00,5367,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:11+00:00,5368,,,879.30,0.21,,,,,,,,
2024-10-15T02:19:13+00:00,5369,,,,,3103.21,1.15,,,,,,
2024-10-15T02:19:18+00:00,5370,6.47,6.40,,,,,,,,,,
2024-10-15T02:19:20+00:00,5371,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:22+00:00,5372,,,879.30,0.21,,,,,,,,
2024-10-15T02:19:24+00:00,5373,,,,,3107.32,1.15,,,,,,
2024-10-15T02:19:29+00:00,5374,6.43,6.46,,,,,,,,,,
2024-10-15T02:19:32+00:00,5375,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:34+00:00,5376,,,881.03,0.21,,,,,,,,
2024-10-15T02:19:36+00:00,5377,,,,,3099.10,1.16,,,,,,
2024-10-15T02:19:41+00:00,5378,6.55,6.28,,,,,,,,,,
2024-10-15T02:19:43+00:00,5379,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:45+00:00,5380,,,879.30,0.21,,,,,,,,
2024-10-15T02:19:47+00:00,5381,,,,,3111.45,1.14,,,,,,
2024-10-15T02:19:52+00:00,5382,6.49,6.37,,,,,,,,,,
2024-10-15T02:19:54+00:00,5383,,,,,,,27.80,67.00,,,,
2024-10-15T02:19:56+00:00,5384,,,880.17,0.21,,,,,,,,
2024-10-15T02:19:58+00:00,5385,,,,,3107.32,1.15,,,,,,
2024-10-15T02:20:03+00:00,5386,6.50,6.34,,,,,,,,,,
2024-10-15T02:20:05+00:00,5387,,,,,,,27.80,67.00,,,,
2024-10-15T02:20:07+00:00,5388,,,881.03,0.21,,,,,,,,
2024-10-15T02:20:09+00:00,5389,,,,,3115.58,1.14,,,,,,
2024-10-15T02:20:14+00:00,5390,6.51,6.33,,,,,,,,,,
2024-10-15T02:20:16+00:00,5391,,,,,,,27.80,67.00,,,,
2024-10-15T02:20:18+00:00,5392,,,880.17,0.21,,,,,,,,
2024-10-15T02:20:20+00:00,5393,,,,,3107.32,1.15,,,,,,
2024-10-15T02:20:25+00:00,5394,6.49,6.37,,,,,,,,,,
2024-10-15T02:20:27+00:00,5395,,,,,,,27.80,67.00,,,,
2024-10-15T02:20:29+00:00,5396,,,880.17,0.21,,,,,,,,
2024-10-15T02:20:31+00:00,5397,,,,,3107.32,1.15,,,,,,
2024-10-15T02:20:36+00:00,5398,6.46,6.41,,,,,,,,,,
2024-10-15T02:20:38+00:00,5399,,,,,,,27.80,67.00,,,,
2024-10-15T02:20:40+00:00,5400,,,880.17,0.21,,,,,,,,
2024-10-15T02:20:42+00:00,5401,,,,,3107.32,1.15,,,,,,
2024-10-15T02:20:48+00:00,5402,6.50,6.36,,,,,,,,,,
2024-10-15T02:20:49+00:00,5403,,,,,,,27.80,67.00,,,,
2024-10-15T02:20:51+00:00,5404,,,880.17,0.21,,,,,,,,
2024-10-15T02:20:53+00:00,5405,,,,,3115.58,1.14,,,,,,
2024-10-15T02:20:58+00:00,5406,6.50,6.36,,,,,,,,,,
2024-10-15T02:21:01+00:00,5407,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:03+00:00,5408,,,881.89,0.21,,,,,,,,
2024-10-15T02:21:05+00:00,5409,,,,,3107.32,1.15,,,,,,
2024-10-15T02:21:10+00:00,5410,6.44,6.43,,,,,,,,,,
2024-10-15T02:21:12+00:00,5411,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:14+00:00,5412,,,881.03,0.21,,,,,,,,
2024-10-15T02:21:16+00:00,5413,,,,,3099.10,1.16,,,,,,
2024-10-15T02:21:21+00:00,5414,6.42,6.47,,,,,,,,,,
2024-10-15T02:21:23+00:00,5415,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:25+00:00,5416,,,881.89,0.21,,,,,,,,
2024-10-15T02:21:27+00:00,5417,,,,,3099.10,1.16,,,,,,
2024-10-15T02:21:32+00:00,5418,6.49,6.37,,,,,,,,,,
2024-10-15T02:21:34+00:00,5419,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:36+00:00,5420,,,880.17,0.21,,,,,,,,
2024-10-15T02:21:38+00:00,5421,,,,,3107.32,1.15,,,,,,
2024-10-15T02:21:43+00:00,5422,6.45,6.42,,,,,,,,,,
2024-10-15T02:21:45+00:00,5423,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:47+00:00,5424,,,887.10,0.21,,,,,,,,
2024-10-15T02:21:49+00:00,5425,,,,,3111.45,1.14,,,,,,
2024-10-15T02:21:54+00:00,5426,6.47,6.39,,,,,,,,,,
2024-10-15T02:21:56+00:00,5427,,,,,,,27.80,67.00,,,,
2024-10-15T02:21:58+00:00,5428,,,881.89,0.21,,,,,,,,
2024-10-15T02:22:00+00:00,5429,,,,,3115.58,1.14,,,,,,
2024-10-15T02:22:05+00:00,5430,6.50,6.36,,,,,,,,,,
2024-10-15T02:22:07+00:00,5431,,,,,,,27.80,67.00,,,,
2024-10-15T02:22:09+00:00,5432,,,880.17,0.21,,,,,,,,
2024-10-15T02:22:11+00:00,5433,,,,,3099.10,1.16,,,,,,
2024-10-15T02:22:16+00:00,5434,6.43,6.46,,,,,,,,,,
2024-10-15T02:22:18+00:00,5435,,,,,,,27.80,67.00,,,,
2024-10-15T02:22:20+00:00,5436,,,881.89,0.21,,,,,,,,
2024-10-15T02:22:22+00:00,5437,,,,,3086.83,1.18,,,,,,
2024-10-15T02:22:28+00:00,5438,6.44,6.43,,,,,,,,,,
2024-10-15T02:22:29+00:00,5439,,,,,,,27.80,67.00,,,,
2024-10-15T02:22:31+00:00,5440,,,879.30,0.21,,,,,,,,
2024-10-15T02:22:33+00:00,5441,,,,,3103.21,1.15,,,,,,
2024-10-15T02:22:38+00:00,5442,6.50,6.34,,,,,,,,,,
2024-10-15T02:22:41+00:00,5443,,,,,,,27.80,67.00,,,,
2024-10-15T02:22:43+00:00,5444,,,880.17,0.21,,,,,,,,
2024-10-15T02:22:45+00:00,5445,,,,,3103.21,1.15,,,,,,
2024-10-15T02:22:50+00:00,5446,6.44,6.43,,,,,,,,,,
2024-10-15T02:22:52+00:00,5447,,,,,,,27.80,67.00,,,,
2024-10-15T02:22:54+00:00,5448,,,881.89,0.21,,,,,,,,
2024-10-15T02:22:56+00:00,5449,,,,,3115.58,1.14,,,,,,
2024-10-15T02:23:01+00:00,5450,6.50,6.36,,,,,,,,,,
2024-10-15T02:23:03+00:00,5451,,,,,,,27.80,67.00,,,,
2024-10-15T02:23:05+00:00,5452,,,880.17,0.21,,,,,,,,
2024-10-15T02:23:07+00:00,5453,,,,,3099.10,1.16,,,,,,
2024-10-15T02:23:12+00:00,5454,6.49,6.37,,,,,,,,,,
2024-10-15T02:23:14+00:00,5455,,,,,,,27.80,67.00,,,,
2024-10-15T02:23:16+00:00,5456,,,880.17,0.21,,,,,,,,
2024-10-15T02:23:18+00:00,5457,,,,,3103.21,1.15,,,,,,
2024-10-15T02:23:23+00:00,5458,6.45,6.42,,,,,,,,,,
2024-10-15T02:23:25+00:00,5459,,,,,,,27.80,67.00,,,,
2024-10-15T02:23:27+00:00,5460,,,881.03,0.21,,,,,,,,
2024-10-15T02:23:29+00:00,5461,,,,,3099.10,1.16,,,,,,
2024-10-15T02:23:34+00:00,5462,6.49,6.37,,,,,,,,,,
2024-10-15T02:23:36+00:00,5463,,,,,,,27.80,67.00,,,,
2024-10-15T02:23:38+00:00,5464,,,876.72,0.21,,,,,,,,
2024-10-15T02:23:40+00:00,5465,,,,,3111.45,1.14,,,,,,
2024-10-15T02:23:45+00:00,5466,6.50,6.34,,,,,,,,,,
2024-10-15T02:23:47+00:00,5467,,,,,,,27.80,67.00,,,,
2024-10-15T02:23:49+00:00,5468,,,881.89,0.21,,,,,,,,
2024-10-15T02:23:51+00:00,5469,,,,,3103.21,1.15,,,,,,
2024-10-15T02:23:56+00:00,5470,6.46,6.41,,,,,,,,,,
2024-10-15T02:23:58+00:00,5471,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:00+00:00,5472,,,883.62,0.21,,,,,,,,
2024-10-15T02:24:02+00:00,5473,,,,,3128.02,1.12,,,,,,
2024-10-15T02:24:08+00:00,5474,6.44,6.43,,,,,,,,,,
2024-10-15T02:24:09+00:00,5475,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:11+00:00,5476,,,881.89,0.21,,,,,,,,
2024-10-15T02:24:13+00:00,5477,,,,,3107.32,1.15,,,,,,
2024-10-15T02:24:18+00:00,5478,6.50,6.36,,,,,,,,,,
2024-10-15T02:24:21+00:00,5479,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:23+00:00,5480,,,881.89,0.21,,,,,,,,
2024-10-15T02:24:25+00:00,5481,,,,,3107.32,1.15,,,,,,
2024-10-15T02:24:30+00:00,5482,6.50,6.36,,,,,,,,,,
2024-10-15T02:24:32+00:00,5483,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:34+00:00,5484,,,880.17,0.21,,,,,,,,
2024-10-15T02:24:36+00:00,5485,,,,,3103.21,1.15,,,,,,
2024-10-15T02:24:41+00:00,5486,6.50,6.34,,,,,,,,,,
2024-10-15T02:24:43+00:00,5487,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:45+00:00,5488,,,880.17,0.21,,,,,,,,
2024-10-15T02:24:47+00:00,5489,,,,,3103.21,1.15,,,,,,
2024-10-15T02:24:52+00:00,5490,6.50,6.36,,,,,,,,,,
2024-10-15T02:24:54+00:00,5491,,,,,,,27.80,67.00,,,,
2024-10-15T02:24:56+00:00,5492,,,881.89,0.21,,,,,,,,
2024-10-15T02:24:58+00:00,5493,,,,,3119.72,1.13,,,,,,
2024-10-15T02:25:03+00:00,5494,6.46,6.41,,,,,,,,,,
2024-10-15T02:25:05+00:00,5495,,,,,,,27.80,67.00,,,,
2024-10-15T02:25:07+00:00,5496,,,881.89,0.21,,,,,,,,
2024-10-15T02:25:09+00:00,5497,,,,,3107.32,1.15,,,,,,
2024-10-15T02:25:14+00:00,5498,6.54,6.30,,,,,,,,,,
2024-10-15T02:25:16+00:00,5499,,,,,,,27.80,67.00,,,,
2024-10-15T02:25:18+00:00,5500,,,881.89,0.21,,,,,,,,
2024-10-15T02:25:20+00:00,5501,,,,,3062.50,1.21,,,,,,
2024-10-15T02:25:25+00:00,5502,6.49,6.37,,,,,,,,,,
2024-10-15T02:25:27+00:00,5503,,,,,,,27.80,67.00,,,,
2024-10-15T02:25:29+00:00,5504,,,883.62,0.21,,,,,,,,
2024-10-15T02:25:31+00:00,5505,,,,,3103.21,1.15,,,,,,
2024-10-15T02:25:36+00:00,5506,6.45,6.42,,,,,,,,,,
2024-10-15T02:25:38+00:00,5507,,,,,,,27.80,67.00,,,,
2024-10-15T02:25:40+00:00,5508,,,881.03,0.21,,,,,,,,
2024-10-15T02:25:42+00:00,5509,,,,,3099.10,1.16,,,,,,
2024-10-15T02:25:48+00:00,5510,6.54,6.30,,,,,,,,,,
2024-10-15T02:25:50+00:00,5511,,,,,,,27.80,67.00,,,,
2024-10-15T02:25:51+00:00,5512,,,883.62,0.21,,,,,,,,
2024-10-15T02:25:53+00:00,5513,,,,,3099.10,1.16,,,,,,
2024-10-15T02:25:58+00:00,5514,6.49,6.37,,,,,,,,,,
2024-10-15T02:26:01+00:00,5515,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:03+00:00,5516,,,884.49,0.21,,,,,,,,
2024-10-15T02:26:05+00:00,5517,,,,,3099.10,1.16,,,,,,
2024-10-15T02:26:10+00:00,5518,6.46,6.41,,,,,,,,,,
2024-10-15T02:26:12+00:00,5519,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:14+00:00,5520,,,881.89,0.21,,,,,,,,
2024-10-15T02:26:16+00:00,5521,,,,,3103.21,1.15,,,,,,
2024-10-15T02:26:23+00:00,5522,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:25+00:00,5523,,,881.89,0.21,,,,,,,,
2024-10-15T02:26:27+00:00,5524,,,,,3095.00,1.16,,,,,,
2024-10-15T02:26:32+00:00,5525,6.49,6.37,,,,,,,,,,
2024-10-15T02:26:34+00:00,5526,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:36+00:00,5527,,,881.89,0.21,,,,,,,,
2024-10-15T02:26:38+00:00,5528,,,,,3099.10,1.16,,,,,,
2024-10-15T02:26:43+00:00,5529,6.46,6.41,,,,,,,,,,
2024-10-15T02:26:45+00:00,5530,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:47+00:00,5531,,,881.89,0.21,,,,,,,,
2024-10-15T02:26:49+00:00,5532,,,,,3119.72,1.13,,,,,,
2024-10-15T02:26:55+00:00,5533,6.45,6.42,,,,,,,,,,
2024-10-15T02:26:56+00:00,5534,,,,,,,27.80,67.00,,,,
2024-10-15T02:26:58+00:00,5535,,,881.89,0.21,,,,,,,,
2024-10-15T02:27:00+00:00,5536,,,,,3103.21,1.15,,,,,,
2024-10-15T02:27:05+00:00,5537,6.45,6.42,,,,,,,,,,
2024-10-15T02:27:07+00:00,5538,,,,,,,27.80,67.00,,,,
2024-10-15T02:27:09+00:00,5539,,,882.76,0.21,,,,,,,,
2024-10-15T02:27:11+00:00,5540,,,,,3103.21,1.15,,,,,,
2024-10-15T02:27:16+00:00,5541,6.48,6.38,,,,,,,,,,
2024-10-15T02:27:18+00:00,5542,,,,,,,27.80,67.00,,,,
2024-10-15T02:27:20+00:00,5543,,,881.89,0.21,,,,,,,,
2024-10-15T02:27:22+00:00,5544,,,,,3136.36,1.11,,,,,,
2024-10-15T02:27:28+00:00,5545,6.44,6.43,,,,,,,,,,
2024-10-15T02:27:30+00:00,5546,,,,,,,27.80,67.00,,,,
2024-10-15T02:27:32+00:00,5547,,,881.89,0.21,,,,,,,,
2024-10-15T02:27:34+00:00,5548,,,,,3099.10,1.16,,,,,,
2024-10-15T02:27:39+00:00,5549,6.49,6.37,,,,,,,,,,
2024-10-15T02:27:41+00:00,5550,,,,,,,27.80,67.00,,,,
2024-10-15T02:27:43+00:00,5551,,,882.76,0.21,,,,,,,,
2024-10-15T02:27:45+00:00,5552,,,,,3107.32,1.15,,,,,,
2024-10-15T02:27:50+00:00,5553,6.45,6.42,,,,,,,,,,
2024-10-15T02:27:52+00:00,5554,,,,,,,27.80,67.00,,,,
2024-10-15T02:27:54+00:00,5555,,,881.89,0.21,,,,,,,,
2024-10-15T02:27:56+00:00,5556,,,,,3099.10,1.16,,,,,,
2024-10-15T02:28:01+00:00,5557,6.44,6.43,,,,,,,,,,
2024-10-15T02:28:03+00:00,5558,,,,,,,27.80,67.00,,,,
2024-10-15T02:28:05+00:00,5559,,,881.89,0.21,,,,,,,,
2024-10-15T02:28:07+00:00,5560,,,,,3103.21,1.15,,,,,,
2024-10-15T02:28:12+00:00,5561,6.50,6.36,,,,,,,,,,
2024-10-15T02:28:14+00:00,5562,,,,,,,27.80,67.00,,,,
2024-10-15T02:28:16+00:00,5563,,,880.17,0.21,,,,,,,,
2024-10-15T02:28:18+00:00,5564,,,,,3103.21,1.15,,,,,,
2024-10-15T02:28:23+00:00,5565,6.42,6.47,,,,,,,,,,
2024-10-15T02:28:25+00:00,5566,,,,,,,27.80,67.00,,,,
2024-10-15T02:28:27+00:00,5567,,,881.89,0.21,,,,,,,,
2024-10-15T02:28:29+00:00,5568,,,,,3099.10,1.16,,,,,,
2024-10-15T02:28:35+00:00,5569,6.54,6.30,,,,,,,,,,
2024-10-15T02:28:36+00:00,5570,,,,,,,27.80,67.00,,,,
2024-10-15T02:28:38+00:00,5571,,,881.89,0.21,,,,,,,,
2024-10-15T02:28:40+00:00,5572,,,,,3099.10,1.16,,,,,,
2024-10-15T02:28:45+00:00,5573,6.50,6.36,,,,,,,,,,
2024-10-15T02:28:47+00:00,5574,,,,,,,27.80,67.00,,,,
2024-10-15T02:28:49+00:00,5575,,,881.89,0.21,,,,,,,,
2024-10-15T02:28:51+00:00,5576,,,,,3103.21,1.15,,,,,,
2024-10-15T02:28:56+00:00,5577,6.44,6.43,,,,,,,,,,
2024-10-15T02:28:58+00:00,5578,,,,,,,27.80,67.00,,,,
2024-10-15T02:29:00+00:00,5579,,,881.89,0.21,,,,,,,,
2024-10-15T02:29:02+00:00,5580,,,,,3090.91,1.17,,,,,,
2024-10-15T02:29:08+00:00,5581,6.50,6.36,,,,,,,,,,
2024-10-15T02:29:10+00:00,5582,,,,,,,27.80,67.00,,,,
2024-10-15T02:29:12+00:00,5583,,,881.89,0.21,,,,,,,,
2024-10-15T02:29:14+00:00,5584,,,,,3103.21,1.15,,,,,,
2024-10-15T02:29:19+00:00,5585,6.49,6.37,,,,,,,,,,
2024-10-15T02:29:21+00:00,5586,,,,,,,27.80,67.00,,,,
2024-10-15T02:29:23+00:00,5587,,,881.89,0.21,,,,,,,,
2024-10-15T02:29:25+00:00,5588,,,,,3095.00,1.16,,,,,,
2024-10-15T02:29:30+00:00,5589,6.44,6.43,,,,,,,,,,
2024-10-15T02:29:32+00:00,5590,,,,,,,27.80,67.00,,,,
2024-10-15T02:29:34+00:00,5591,,,881.89,0.21,,,,,,,,
